10545,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,1
10554,0
10555,1
10556,0
10557,1
10558,0
10559,1
10560,0
10561,0
10562,0
10563,1
10564,0
10565,1
10566,1
10567,1
10568,1
10569,0
10570,0
10571,0
10572,1
10573,0
10574,1
10575,1
10576,0
10577,0
10578,0
10579,1
10580,1
10581,0
10582,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,1
10589,0
10590,1
10591,1
10592,1
10593,0
10594,0
10595,0
10596,0
10597,1
10598,1
10599,0
10600,0
10601,1
10602,0
10603,1
10604,1
10605,0
10606,1
10607,0
10608,1
10609,1
10610,0
10611,0
10612,0
10613,0
10614,1
10615,1
10616,1
10617,0
10618,0
10619,0
10620,1
10621,1
10622,0
10623,1
10624,0
10625,1
10626,0
10627,0
10628,0
10629,0
10630,0
10631,0
10632,0
10633,0
10634,1
10635,0
10636,1
10637,0
10638,0
10639,0
10640,1
10641,1
10642,0
10643,1
10644,1
10645,1
10646,1
10647,1
10648,0
10649,0
10650,0
10651,0
10652,1
10653,1
10654,0
10655,0
10656,0
10657,0
10658,0
10659,1
10660,1
10661,0
10662,1
10663,0
10664,0
10665,0
10666,1
10667,1
10668,0
10669,0
10670,1
10671,0
10672,0
10673,0
10674,1
10675,1
10676,1
10677,0
10678,0
10679,1
10680,0
10681,1
10682,1
10683,0
10684,0
10685,0
10686,0
10687,0
10688,1
10689,1
10690,0
10691,1
10692,0
10693,0
10694,0
10695,1
10696,0
10697,0
10698,1
10699,1
10700,0
10701,1
10702,1
10703,1
10704,0
10705,0
10706,1
10707,1
10708,1
10709,1
10710,0
10711,1
10712,0
10713,1
10714,0
10715,1
10716,0
10717,0
10718,1
10719,1
10720,1
10721,1
10722,0
10723,0
10724,0
10725,0
10726,0
10727,1
10728,0
10729,0
10730,0
10731,1
10732,1
10733,0
10734,0
10735,0
10736,1
10737,1
10738,1
10739,0
10740,1
10741,1
10742,0
10743,0
10744,1
10745,0
10746,0
10747,0
10748,1
10749,0
10750,0
10751,1
10752,1
10753,0
10754,0
10755,1
10756,1
10757,0
10758,1
10759,1
10760,0
10761,0
10762,0
10763,1
10764,0
10765,0
10766,1
10767,1
10768,1
10769,1
10770,1
10771,1
10772,1
10773,0
10774,1
10775,1
10776,0
10777,1
10778,1
10779,1
10780,1
10781,0
10782,1
10783,0
10784,1
10785,0
10786,0
10787,1
10788,0
10789,0
10790,1
10791,0
10792,1
10793,1
10794,0
10795,1
10796,1
10797,1
10798,0
10799,1
10800,0
10801,0
10802,1
10803,1
10804,0
10805,1
10806,1
10807,1
10808,1
10809,0
10810,1
10811,1
10812,1
10813,1
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,1
10822,0
10823,0
10824,1
10825,1
10826,1
10827,0
10828,0
10829,0
10830,0
10831,1
10832,0
10833,0
10834,0
10835,0
10836,1
10837,0
10838,0
10839,1
10840,0
10841,0
10842,0
10843,1
10844,0
10845,0
10846,0
10847,1
10848,0
10849,0
10850,1
10851,0
10852,1
10853,0
10854,0
10855,0
10856,0
10857,1
10858,0
10859,1
10860,1
10861,0
10862,0
10863,0
10864,1
10865,1
10866,1
10867,1
10868,0
10869,1
10870,1
10871,1
10872,1
10873,0
10874,0
10875,1
10876,1
10877,0
10878,1
10879,0
10880,1
10881,1
10882,0
10883,0
10884,1
10885,1
10886,1
10887,0
10888,0
10889,0
10890,0
10891,0
10892,1
10893,1
10894,1
10895,0
10896,1
10897,1
10898,0
10899,0
10900,1
10901,1
10902,0
10903,1
10904,1
10905,0
10906,1
10907,1
10908,1
10909,0
10910,0
10911,1
10912,0
10913,0
10914,1
10915,0
10916,1
10917,0
10918,1
10919,0
10920,0
10921,1
10922,1
10923,0
10924,1
10925,1
10926,1
10927,0
10928,0
10929,1
10930,0
10931,1
10932,1
10933,1
10934,1
10935,0
10936,0
10937,1
10938,0
10939,1
10940,0
10941,0
10942,1
10943,1
10944,0
10945,0
10946,1
10947,0
10948,1
10949,0
10950,1
10951,1
10952,0
10953,1
10954,1
10955,0
10956,1
10957,0
10958,0
10959,0
10960,0
10961,0
10962,1
10963,1
10964,1
10965,1
10966,0
10967,0
10968,1
10969,1
10970,0
10971,0
10972,1
10973,1
10974,1
10975,1
10976,1
10977,0
10978,0
10979,1
10980,0
10981,0
10982,0
10983,1
10984,0
10985,0
10986,0
10987,0
10988,0
10989,0
10990,1
10991,1
10992,0
10993,1
10994,1
10995,0
10996,1
10997,0
10998,0
10999,0
11000,1
11001,0
11002,0
11003,1
11004,0
11005,0
11006,1
11007,1
11008,0
11009,1
11010,1
11011,0
11012,0
11013,1
11014,1
11015,0
11016,1
11017,1
11018,1
11019,0
11020,1
11021,0
11022,0
11023,0
11024,1
11025,1
11026,0
11027,1
11028,0
11029,0
11030,1
11031,1
11032,0
11033,0
11034,1
11035,0
11036,1
11037,0
11038,0
11039,0
11040,0
11041,0
11042,0
11043,1
11044,0
11045,0
11046,1
11047,0
11048,0
11049,0
11050,0
11051,1
11052,1
11053,0
11054,1
11055,1
11056,1
11057,0
11058,0
11059,1
11060,1
11061,0
11062,0
11063,0
11064,1
11065,1
11066,0
11067,0
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,1
11075,1
11076,1
11077,1
11078,1
11079,1
11080,1
11081,1
11082,1
11083,1
11084,0
11085,1
11086,0
11087,0
11088,0
11089,0
11090,0
11091,0
11092,0
11093,0
11094,1
11095,0
11096,1
11097,1
11098,0
11099,1
11100,1
11101,0
11102,0
11103,0
11104,1
11105,0
11106,1
11107,0
11108,0
11109,1
11110,0
11111,1
11112,0
11113,0
11114,0
11115,1
11116,0
11117,0
11118,1
11119,0
11120,0
11121,1
11122,0
11123,0
11124,1
11125,0
11126,0
11127,0
11128,1
11129,1
11130,0
11131,1
11132,1
11133,0
11134,0
11135,0
11136,0
11137,1
11138,0
11139,1
11140,0
11141,0
11142,1
11143,0
11144,1
11145,1
11146,0
11147,0
11148,1
11149,0
11150,1
11151,1
11152,1
11153,1
11154,1
11155,1
11156,1
11157,1
11158,1
11159,1
11160,0
11161,1
11162,1
11163,1
11164,0
11165,0
11166,0
11167,0
11168,0
11169,0
11170,1
11171,1
11172,0
11173,1
11174,0
11175,1
11176,0
11177,1
11178,1
11179,0
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11194,1
11195,0
11196,0
11197,1
11198,0
11199,1
11200,0
11201,0
11202,1
11203,0
11204,1
11205,1
11206,0
11207,1
11208,1
11209,1
11210,1
11211,1
11212,1
11213,1
11214,1
11215,0
11216,0
11217,0
11218,0
11219,0
11220,1
11221,0
11222,0
11223,1
11224,0
11225,1
11226,0
11227,1
11228,1
11229,0
11230,1
11231,1
11232,1
11233,0
11234,1
11235,1
11236,1
11237,1
11238,1
11239,0
11240,1
11241,0
11242,0
11243,1
11244,1
11245,0
11246,1
11247,1
11248,1
11249,1
11250,0
11251,0
11252,1
11253,0
11254,1
11255,0
11256,1
11257,1
11258,0
11259,0
11260,1
11261,0
11262,1
11263,0
11264,1
11265,1
11266,0
11267,0
11268,1
11269,0
11270,1
11271,0
11272,0
11273,0
11274,1
11275,0
11276,1
11277,1
11278,0
11279,0
11280,1
11281,1
11282,1
11283,1
11284,0
11285,0
11286,1
11287,1
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,0
11295,1
11296,1
11297,0
11298,1
11299,0
11300,1
11301,1
11302,1
11303,0
11304,0
11305,0
11306,0
11307,1
11308,0
11309,0
11310,0
11311,1
11312,1
11313,0
11314,1
11315,0
11316,1
11317,0
11318,1
11319,1
11320,0
11321,0
11322,1
11323,0
11324,1
11325,0
11326,1
11327,1
11328,0
11329,1
11330,0
11331,1
11332,1
11333,0
11334,0
11335,1
11336,0
11337,0
11338,0
